director_name,director_facebook_likes,selected
Chris Miller,50.0,False
Duncan Jones,0.0,False
Alan Taylor,230.0,False
Michael Apted,150.0,False
Michael Bay,0.0,False
Michael Bay,0.0,False
Oliver Stone,0.0,False
David Yates,282.0,False
Mike Newell,179.0,False
Peter Berg,532.0,False
Francis Lawrence,508.0,False
Tim Burton,13000.0,False
Brad Bird,663.0,False
Christopher Nolan,22000.0,False
Eric Darnell,35.0,False
Shawn Levy,189.0,False
Gavin Hood,151.0,False
Lana Wachowski,0.0,False
Chris Buck,69.0,False
Lana Wachowski,0.0,False
Alan Taylor,230.0,False
George Miller,750.0,False
Ron Howard,2000.0,False
Kenneth Branagh,0.0,False
Byron Howard,59.0,False
Hoyt Yeatman,12.0,False
Jonathan Liebesman,473.0,False
Tim Burton,13000.0,False
Christopher McQuarrie,188.0,False
Joe Johnston,394.0,False
David Yates,282.0,False
Steve Hickner,58.0,False
Jennifer Yuh Nelson,90.0,False
M. Night Shyamalan,0.0,False
J.J. Abrams,14000.0,False
Roland Emmerich,776.0,False
Simon Wells,25.0,False
David Bowers,42.0,False
Joe Wright,456.0,False
Rob Minkoff,50.0,False
Wolfgang Petersen,249.0,False
Eric Darnell,35.0,False
Lee Tamahori,93.0,False
Paul Feig,176.0,False
Michael Bay,0.0,False
Barry Sonnenfeld,188.0,False
Robert Zemeckis,0.0,False
Alessandro Carloni,5.0,False
Brad Bird,663.0,False
Peter Ramsey,52.0,False
Dean Parisot,23.0,False
Edward Zwick,380.0,False
Ridley Scott,0.0,False
J.J. Abrams,14000.0,False
Sam Raimi,0.0,False
Dean DeBlois,255.0,False
Alex Proyas,295.0,False
Rob Cohen,357.0,False
Zack Snyder,0.0,False
Richard Donner,503.0,False
Ang Lee,0.0,False
Jon M. Chu,209.0,False
Breck Eisner,42.0,False
Hironobu Sakaguchi,6.0,False
Joe Johnston,394.0,False
Michael Apted,150.0,False
Peter Weir,608.0,False
Bill Condon,386.0,False
George Miller,750.0,False
Louis Leterrier,255.0,False
Steven Spielberg,14000.0,False
Alejandro G. Iñárritu,0.0,False
David Soren,13.0,False
Gore Verbinski,563.0,False
Eric Darnell,35.0,False
Paul Greengrass,521.0,False
Mark Osborne,54.0,False
Peyton Reed,235.0,False
Francis Lawrence,508.0,False
Bill Condon,386.0,False
Tim Johnson,12.0,False
Steven Spielberg,14000.0,False
Michael Bay,0.0,False
Chris Miller,50.0,False
Phillip Noyce,176.0,False
Darren Aronofsky,0.0,False
Steven Spielberg,14000.0,False
Alfonso Cuarón,0.0,False
Baz Luhrmann,1000.0,False
M. Night Shyamalan,0.0,False
Eric Leighton,0.0,False
Shawn Levy,189.0,False
Tom McGrath,96.0,False
Chris Columbus,0.0,False
Robert Schwentke,124.0,False
Gore Verbinski,563.0,False
Francis Lawrence,508.0,False
Ron Howard,2000.0,False
Carlos Saldanha,107.0,False
Bryan Singer,0.0,False
Justin Lin,681.0,False
Guy Ritchie,0.0,False
Louis Leterrier,255.0,False
Paul Verhoeven,719.0,False
John McTiernan,323.0,False
Tony Gilroy,209.0,False
Joel Schumacher,541.0,False
Ron Howard,2000.0,False
Roland Emmerich,776.0,False
John Woo,610.0,False
Wolfgang Petersen,249.0,False
Tim Story,167.0,False
Ang Lee,0.0,False
Mark Steven Johnson,160.0,False
Paul Greengrass,521.0,False
McG,368.0,False
Ridley Scott,0.0,False
Rob Minkoff,50.0,False
Neill Blomkamp,662.0,False
David Twohy,123.0,False
José Padilha,294.0,False
Lana Wachowski,0.0,False
James L. Brooks,274.0,False
James Mangold,446.0,False
Joseph Kosinski,364.0,False
George Lucas,0.0,False
George Lucas,0.0,False
Pete Docter,0.0,False
James Mangold,446.0,False
George Lucas,0.0,False
Kirk De Micco,16.0,False
John Woo,610.0,False
Cedric Nicolas-Troyan,19.0,False
Jonathan Liebesman,473.0,False
Alfonso Cuarón,0.0,False
Roger Donaldson,79.0,False
Josh Trank,128.0,False
Shawn Levy,189.0,False
Brad Peyton,62.0,False
Roger Spottiswoode,55.0,False
Roland Emmerich,776.0,False
Steven Soderbergh,0.0,False
Doug Liman,218.0,False
Robert Schwentke,124.0,False
Martin Scorsese,17000.0,False
Rob Letterman,11.0,False
Michel Gondry,1000.0,False
Noam Murro,263.0,False
Raja Gosnell,67.0,False
Will Finn,6.0,False
Robert Schwentke,124.0,False
Shawn Levy,189.0,False
Raja Gosnell,67.0,False
Jan de Bont,101.0,False
Gavin Hood,151.0,False
Len Wiseman,235.0,False
Peter Jackson,0.0,False
Frank Coraci,153.0,False
Michael Mann,0.0,False
Bo Welch,34.0,False
Alex Proyas,295.0,False
Ridley Scott,0.0,False
Rob Minkoff,50.0,False
Ron Clements,63.0,False
Ridley Scott,0.0,False
Michael Bay,0.0,False
Peter Chelsom,23.0,False
Dominic Sena,57.0,False
Ridley Scott,0.0,False
Steven Spielberg,14000.0,False
Chris Columbus,0.0,False
Martin Campbell,258.0,False
Tim Burton,13000.0,False
James Cameron,0.0,False
Michael Mann,0.0,False
Ridley Scott,0.0,False
James Cameron,0.0,False
Tony Scott,12000.0,False
Paul Weitz,80.0,False
Adam McKay,285.0,False
Chuck Russell,55.0,False
Quentin Tarantino,16000.0,False
Gary Trousdale,21.0,False
Mark Dindal,10.0,False
Simon West,165.0,False
Jon Turteltaub,226.0,False
Stefen Fangmeier,14.0,False
Spike Jonze,0.0,False
Joe Wright,456.0,False
Chris Wedge,77.0,False
Florian Henckel von Donnersmarck,207.0,False
Peter Hyams,0.0,False
Edward Zwick,380.0,False
Martin Scorsese,17000.0,False
Joel Schumacher,541.0,False
Paul Verhoeven,719.0,False
Tom Tykwer,670.0,False
Zack Snyder,0.0,False
Pitof,26.0,False
Brett Ratner,420.0,False
Ron Clements,63.0,False
Brad Silberling,52.0,False
Patrick Hughes,385.0,False
Ericson Core,19.0,False
Lawrence Guterman,6.0,False
Ron Howard,2000.0,False
Ron Underwood,31.0,False
Paul Greengrass,521.0,False
Steve Martino,20.0,False
David Mamet,342.0,False
Stephen Sommers,208.0,False
Martin Scorsese,17000.0,False
Ash Brannon,9.0,False
Frank Oz,0.0,False
Ridley Scott,0.0,False
Jay Roach,116.0,False
Luc Besson,0.0,False
Michael Patrick King,127.0,False
Bibo Bergeron,10.0,False
Steve Martino,20.0,False
Kenneth Branagh,0.0,False
Peter Jackson,0.0,False
Andrew Stanton,475.0,False
Peter Jackson,0.0,False
Peter Jackson,0.0,False
Sergey Bodrov,44.0,False
Simon West,165.0,False
Wally Pfister,0.0,False
Joe Johnston,394.0,False
Rupert Wyatt,81.0,False
Mark Waters,70.0,False
John Moore,212.0,False
John Lee Hancock,102.0,False
Brad Bird,663.0,False
Renny Harlin,212.0,False
Chris Columbus,0.0,False
Barry Sonnenfeld,188.0,False
John Lasseter,487.0,False
Tony Scott,12000.0,False
Brett Ratner,420.0,False
Robert Zemeckis,0.0,False
Phil Lord,97.0,False
Carlos Saldanha,107.0,False
Ben Stiller,0.0,False
McG,368.0,False
Martin Scorsese,17000.0,False
Tony Bancroft,7.0,False
Ben Stiller,0.0,False
David Fincher,21000.0,False
John McTiernan,323.0,False
Guy Ritchie,0.0,False
Gary Trousdale,21.0,False
Walt Becker,12.0,False
Bryan Singer,0.0,False
Dennis Dugan,221.0,False
Chris Columbus,0.0,False
Steven Spielberg,14000.0,False
Rob Minkoff,50.0,False
Robert Zemeckis,0.0,False
Paul Verhoeven,719.0,False
Thor Freudenthal,87.0,False
Jan de Bont,101.0,False
Jon M. Chu,209.0,False
Phillip Noyce,176.0,False
Tony Scott,12000.0,False
Brian De Palma,0.0,False
Carlos Saldanha,107.0,False
Chris Columbus,0.0,False
Mick Jackson,81.0,False
Alan J. Pakula,79.0,False
Kathryn Bigelow,0.0,False
Josh Trank,128.0,False
John Milius,468.0,False
Ron Howard,2000.0,False
Andrey Konchalovskiy,96.0,False
Gary Ross,378.0,False
Jan de Bont,101.0,False
Rob Cohen,357.0,False
Robert Zemeckis,0.0,False
George Miller,750.0,False
Paul Greengrass,521.0,False
Wolfgang Petersen,249.0,False
Steven Soderbergh,0.0,False
Paul W.S. Anderson,545.0,False
Genndy Tartakovsky,266.0,False
Kevin Lima,36.0,False
Daniel Espinosa,79.0,False
Kevin Lima,36.0,False
Brett Ratner,420.0,False
Nancy Meyers,278.0,False
Tony Scott,12000.0,False
Nancy Meyers,278.0,False
Steven Soderbergh,0.0,False
Roger Allers,28.0,False
Neil Burger,168.0,False
Jean-Jacques Annaud,218.0,False
Peter Berg,532.0,False
John McTiernan,323.0,False
Rob Marshall,252.0,False
Justin Lin,681.0,False
Sarah Smith,6.0,False
Martin Brest,102.0,False
Andrew Davis,99.0,False
Tarsem Singh,763.0,False
Edgar Wright,1000.0,False
Jon Amiel,36.0,False
Peter Segal,88.0,False
Raja Gosnell,67.0,False
Pete Travis,38.0,False
Frank Coraci,153.0,False
Brad Peyton,62.0,False
Doug Liman,218.0,False
Guillermo del Toro,0.0,False
David Fincher,21000.0,False
Roger Spottiswoode,55.0,False
Tom Shadyac,293.0,False
Sylvester Stallone,13000.0,False
Brian De Palma,0.0,False
Gary Ross,378.0,False
Todd Phillips,480.0,False
Tim Burton,13000.0,False
Tim Johnson,12.0,False
Dean DeBlois,255.0,False
Mimi Leder,75.0,False
Dean Parisot,23.0,False
Peter Segal,88.0,False
Mike Mitchell,31.0,False
Dennis Dugan,221.0,False
Peter Segal,88.0,False
Nancy Meyers,278.0,False
Martin Scorsese,17000.0,False
Seth Gordon,91.0,False
Chris Wedge,77.0,False
John Woo,610.0,False
Adam Shankman,163.0,False
Sam Mendes,0.0,False
Dennis Dugan,221.0,False
Simon West,165.0,False
D.J. Caruso,154.0,False
Anthony Minghella,333.0,False
Albert Hughes,117.0,False
Les Mayfield,10.0,False
Jan de Bont,101.0,False
Joe Pytka,30.0,False
Shawn Levy,189.0,False
Scott Derrickson,301.0,False
Richard Donner,503.0,False
David Ayer,452.0,False
Ivan Reitman,425.0,False
Eric Brevig,40.0,False
Kelly Asbury,21.0,False
Frank Coraci,153.0,False
Stephen Hopkins,81.0,False
Jonathan Demme,438.0,False
Genndy Tartakovsky,266.0,False
James Algar,11.0,False
Simon Wells,25.0,False
Ron Underwood,31.0,False
Dominic Sena,57.0,False
Vincent Ward,25.0,False
Steven Brill,65.0,False
Terry Gilliam,0.0,False
Tim Burton,13000.0,False
Jonathan Mostow,84.0,False
Roger Donaldson,79.0,False
Rob Cohen,357.0,False
Barry Cook,43.0,False
Roger Christian,64.0,False
Joe Dante,287.0,False
Rob Marshall,252.0,False
Richard Donner,503.0,False
Kevin Costner,0.0,False
George Miller,750.0,False
Breck Eisner,42.0,False
Antony Hoffman,14.0,False
Luc Besson,0.0,False
Peter Hyams,0.0,False
Paul W.S. Anderson,545.0,False
Ron Howard,2000.0,False
Roger Allers,28.0,False
Brad Peyton,62.0,False
Cody Cameron,18.0,False
Brett Ratner,420.0,False
Joe Johnston,394.0,False
Dennis Dugan,221.0,False
John Singleton,309.0,False
Mark Osborne,54.0,False
Oliver Hirschbiegel,101.0,False
Des McAnuff,5.0,False
Yarrow Cheney,11.0,False
Stephen Norrington,45.0,False
Pierre Coffin,275.0,False
Roland Emmerich,776.0,False
Steven Spielberg,14000.0,False
Eric Darnell,35.0,False
Alfonso Cuarón,0.0,False
Bryan Singer,0.0,False
Timur Bekmambetov,335.0,False
Michael Bay,0.0,False
Carlos Saldanha,107.0,False
Peter Segal,88.0,False
Adam Shankman,163.0,False
Renny Harlin,212.0,False
David Kellogg,16.0,False
Louis Leterrier,255.0,False
Dennis Dugan,221.0,False
Steven Spielberg,14000.0,False
Thor Freudenthal,87.0,False
Martin Campbell,258.0,False
Mike Nichols,0.0,False
Bibo Bergeron,10.0,False
Bill Condon,386.0,False
F. Gary Gray,473.0,False
Steven Spielberg,14000.0,False
Antoine Fuqua,845.0,False
Robert Luketic,126.0,False
Guy Ritchie,0.0,False
James L. Brooks,274.0,False
Gil Kenan,27.0,False
Barry Levinson,272.0,False
Jerry Zucker,109.0,False
Andy Tennant,72.0,False
Tarsem Singh,763.0,False
Florent-Emilio Siri,17.0,False
Don Bluth,383.0,False
Ron Shelton,41.0,False
Paul W.S. Anderson,545.0,False
Henry Selick,253.0,False
John Moore,212.0,False
M. Night Shyamalan,0.0,False
Kyle Balda,22.0,False
Zack Snyder,0.0,False
Brian De Palma,0.0,False
Barry Levinson,272.0,False
Clay Kaytis,6.0,False
Andy Tennant,72.0,False
Judd Apatow,0.0,False
Peter Berg,532.0,False
Adam McKay,285.0,False
Steve Carr,41.0,False
Mel Gibson,0.0,False
Sam Mendes,0.0,False
David Silverman,30.0,False
Frank Darabont,0.0,False
Renny Harlin,212.0,False
Jean-Jacques Annaud,218.0,False
M. Night Shyamalan,0.0,False
Betty Thomas,84.0,False
M. Night Shyamalan,0.0,False
Andrew Adamson,80.0,False
John Lasseter,487.0,False
Garry Marshall,0.0,False
Rob Cohen,357.0,False
Paul Tibbitt,5.0,False
Ron Howard,2000.0,False
Quentin Tarantino,16000.0,False
Steven Spielberg,14000.0,False
Brett Ratner,420.0,False
Renny Harlin,212.0,False
Clark Johnson,69.0,False
Cameron Crowe,488.0,False
M. Night Shyamalan,0.0,False
Paul W.S. Anderson,545.0,False
Betty Thomas,84.0,False
Randall Wallace,130.0,False
Antoine Fuqua,845.0,False
Jonathan Frakes,906.0,False
Jonathan Liebesman,473.0,False
Tim Burton,13000.0,False
Mike Nichols,0.0,False
Steven Spielberg,14000.0,False
George Clooney,0.0,False
James Cameron,0.0,False
Oliver Stone,0.0,False
Gary Shore,28.0,False
Edward Zwick,380.0,False
Matthew Vaughn,905.0,False
Jean-Jacques Annaud,218.0,False
Ron Howard,2000.0,False
Joel Schumacher,541.0,False
Andrzej Bartkowiak,43.0,False
Betty Thomas,84.0,False
Måns Mårlind,24.0,False
Adam Shankman,163.0,False
Gregory Hoblit,40.0,False
Gary McKendry,5.0,False
John McTiernan,323.0,False
Wych Kaosayananda,8.0,False
Mikael Salomon,13.0,False
Bobby Farrelly,101.0,False
Michael Mann,0.0,False
Kerry Conran,14.0,False
Michael Caton-Jones,105.0,False
Mikael Håfström,101.0,False
Renny Harlin,212.0,False
Phil Alden Robinson,31.0,False
David Slade,171.0,False
Frank Oz,0.0,False
Pierre Coffin,275.0,False
Joseph Ruben,29.0,False
Seth MacFarlane,3000.0,False
Alejandro Amenábar,448.0,False
Kinka Usher,18.0,False
Bobby Farrelly,101.0,False
Michael Mann,0.0,False
Ridley Scott,0.0,False
Timur Bekmambetov,335.0,False
Jon Amiel,36.0,False
Rob Bowman,38.0,False
Doug Lefler,4.0,False
Steven Spielberg,14000.0,False
Scott Waugh,76.0,False
Nancy Meyers,278.0,False
Chris Wedge,77.0,False
Lawrence Kasdan,759.0,False
Steven Spielberg,14000.0,False
Lana Wachowski,0.0,False
Ron Howard,2000.0,False
Paul Verhoeven,719.0,False
Michael Lembeck,54.0,False
Tom Hooper,0.0,False
Nora Ephron,0.0,False
Adam McKay,285.0,False
Martin Campbell,258.0,False
Todd Phillips,480.0,False
Angelina Jolie Pitt,11000.0,False
Clint Eastwood,16000.0,False
Renny Harlin,212.0,False
John Woo,610.0,False
Jon Turteltaub,226.0,False
Oliver Stone,0.0,False
Mike Newell,179.0,False
Larry Charles,119.0,False
Stanley Kubrick,0.0,False
Will Gluck,87.0,False
Glenn Ficarra,43.0,False
McG,368.0,False
David S. Goyer,687.0,False
Mike Nichols,0.0,False
Paul W.S. Anderson,545.0,False
Paul W.S. Anderson,545.0,False
Renny Harlin,212.0,False
Taylor Hackford,138.0,False
Jon Favreau,4000.0,False
David Fincher,21000.0,False
McG,368.0,False
Michael Lehmann,36.0,False
Nora Ephron,0.0,False
Stuart Beattie,72.0,False
Roman Polanski,2000.0,False
Rob Bowman,38.0,False
Frank Miller,436.0,False
Sydney Pollack,521.0,False
Baltasar Kormákur,175.0,False
Tom Tykwer,670.0,False
Jay Roach,116.0,False
David Bowers,42.0,False
Steven Spielberg,14000.0,False
Lawrence Kasdan,759.0,False
Phillip Noyce,176.0,False
Keenen Ivory Wayans,322.0,False
Jonathan Mostow,84.0,False
Rob Reiner,0.0,False
Marco Schnabel,12.0,False
Demian Lichtenstein,11.0,False
Quentin Tarantino,16000.0,False
Josh Gordon,8.0,False
Tim Hill,25.0,False
Zack Snyder,0.0,False
Jay Roach,116.0,False
David Frankel,64.0,False
Frank Darabont,0.0,False
Mark Dindal,10.0,False
David Fincher,21000.0,False
Doug Liman,218.0,False
Martin Campbell,258.0,False
Simon West,165.0,False
Peter Weir,608.0,False
Brenda Chapman,59.0,False
Steve Carr,41.0,False
Baltasar Kormákur,175.0,False
Lawrence Guterman,6.0,False
F. Gary Gray,473.0,False
Marc Lawrence,30.0,False
Eric Darnell,35.0,False
Peter Billingsley,0.0,False
Tony Scott,12000.0,False
Adam Shankman,163.0,False
Wes Ball,47.0,False
Ryan Murphy,708.0,False
Brett Ratner,420.0,False
Robert Schwentke,124.0,False
Oliver Stone,0.0,False
Robert Redford,0.0,False
Michael Mann,0.0,False
Chuck Russell,55.0,False
Jay Russell,13.0,False
Christopher McQuarrie,188.0,False
Renny Harlin,212.0,False
Kenny Ortega,197.0,False
Steven Soderbergh,0.0,False
David McNally,18.0,False
Henry Selick,253.0,False
M. Night Shyamalan,0.0,False
Tony Scott,12000.0,False
Brian Robbins,48.0,False
Todd Phillips,480.0,False
Brian Levant,32.0,False
Guillermo del Toro,0.0,False
Steven Zaillian,234.0,False
Chris Butler,28.0,False
Michael Caton-Jones,105.0,False
John Woo,610.0,False
Jon Avnet,50.0,False
Sam Fell,18.0,False
Kevin Donovan,11.0,False
Geoff Murphy,14.0,False
Kenneth Branagh,0.0,False
David O. Russell,737.0,False
Babak Najafi,24.0,False
Jean-Pierre Jeunet,0.0,False
Antoine Fuqua,845.0,False
Graham Annable,7.0,False
Griffin Dunne,165.0,False
Phil Lord,97.0,False
John Pasquin,11.0,False
Rob Bowman,38.0,False
Ruben Fleischer,181.0,False
Harold Ramis,11000.0,False
Clint Eastwood,16000.0,False
Tony Gilroy,209.0,False
Donald Petrie,80.0,False
Clark Johnson,69.0,False
Jorge Blanco,2.0,False
Stuart Baird,53.0,False
Joel Coen,0.0,False
Martin Campbell,258.0,False
Peter Hyams,0.0,False
Harold Ramis,11000.0,False
Jon Avnet,50.0,False
Harold Becker,17.0,False
Joe Wright,456.0,False
Robert Redford,0.0,False
Cameron Crowe,488.0,False
Lee Tamahori,93.0,False
Scott Stewart,124.0,False
Patrick Gilmore,0.0,False
Paul W.S. Anderson,545.0,False
Joss Whedon,0.0,False
Tom Shadyac,293.0,False
Brian De Palma,0.0,False
Tony Bill,23.0,False
Rod Lurie,37.0,False
Walter Hill,394.0,False
Akiva Goldsman,167.0,False
Harald Zwart,91.0,False
Brian Robbins,48.0,False
Walter Salles,179.0,False
Ron Howard,2000.0,False
Iain Softley,34.0,False
Frank Miller,436.0,False
David Koepp,192.0,False
Uwe Boll,892.0,False
Martin Campbell,258.0,False
Tim Miller,84.0,False
Stephen Herek,65.0,False
Clint Eastwood,16000.0,False
Rob Letterman,11.0,False
Mark Waters,70.0,False
Brian Levant,32.0,False
Peter MacDonald,10.0,False
George Clooney,0.0,False
Marc Lawrence,30.0,False
Shawn Levy,189.0,False
Paul W.S. Anderson,545.0,False
Anthony Hemingway,143.0,False
Taylor Hackford,138.0,False
Sean Anders,51.0,False
Rob Cohen,357.0,False
Brett Ratner,420.0,False
Mark Neveldine,83.0,False
John Madden,108.0,False
Adam Shankman,163.0,False
Kevin Bray,10.0,False
Robert Zemeckis,0.0,False
Tim Hill,25.0,False
Jay Roach,116.0,False
Mike Gabriel,12.0,False
Richard Donner,503.0,False
Tom Shadyac,293.0,False
Andy Tennant,72.0,False
Sam Weisman,39.0,False
Jesse Dylan,58.0,False
Paul Greengrass,521.0,False
Shawn Levy,189.0,False
Brad Silberling,52.0,False
Antoine Fuqua,845.0,False
Wayne Wang,61.0,False
Tony Scott,12000.0,False
Gabriele Muccino,125.0,False
Robert Schwentke,124.0,False
Barry Levinson,272.0,False
Brad Silberling,52.0,False
Quentin Tarantino,16000.0,False
Frank Oz,0.0,False
Quentin Tarantino,16000.0,False
Andrey Konchalovskiy,96.0,False
Robert Zemeckis,0.0,False
Tom Dey,9.0,False
Stuart Baird,53.0,False
Mark Waters,70.0,False
Rob Minkoff,50.0,False
Jimmy Hayward,39.0,False
David Fincher,21000.0,False
Alan Parker,317.0,False
John Frankenheimer,287.0,False
Stephen Hopkins,81.0,False
Paul King,17.0,False
Akiva Schaffer,82.0,False
William Friedkin,607.0,False
Jon Turteltaub,226.0,False
Bobby Farrelly,101.0,False
Kent Alterman,3.0,False
Peter Lord,91.0,False
Clint Eastwood,16000.0,False
Andrew Davis,99.0,False
Tony Scott,12000.0,False
Joel Schumacher,541.0,False
Shekhar Kapur,159.0,False
Karyn Kusama,45.0,False
Ron Maxwell,33.0,False
Robert Butler,0.0,False
Karey Kirkpatrick,11.0,False
James Bobin,33.0,False
Jonathan Frakes,906.0,False
Steve Antin,59.0,False
Guillermo del Toro,0.0,False
Gabriele Muccino,125.0,False
Walter Hill,394.0,False
Francis Ford Coppola,0.0,False
Cameron Crowe,488.0,False
Anthony Russo,94.0,False
Richard Lester,44.0,False
Martin Brest,102.0,False
Steven Zaillian,234.0,False
John Singleton,309.0,False
Don Bluth,383.0,False
Baz Luhrmann,1000.0,False
Harold Becker,17.0,False
Scott Cooper,108.0,False
Clint Eastwood,16000.0,False
F. Gary Gray,473.0,False
Robert Rodriguez,0.0,False
Jonathan Demme,438.0,False
Curtis Hanson,161.0,False
Steven Spielberg,14000.0,False
Kathryn Bigelow,0.0,False
Peyton Reed,235.0,False
Phyllida Lloyd,58.0,False
Garry Marshall,0.0,False
Jay Chandrasekhar,422.0,False
Terrence Malick,0.0,False
David Dobkin,71.0,False
Milos Forman,869.0,False
Martin Scorsese,17000.0,False
Pierre Morel,180.0,False
Paul Hunter,13.0,False
Bobby Farrelly,101.0,False
Steve Oedekerk,176.0,False
Chris Weitz,129.0,False
Andrew Adamson,80.0,False
George Nolfi,53.0,False
Kevin Reynolds,58.0,False
Cameron Crowe,488.0,False
Seth MacFarlane,3000.0,False
James L. Brooks,274.0,False
Tom Shadyac,293.0,False
Adam McKay,285.0,False
Steven Brill,65.0,False
J.J. Abrams,14000.0,False
Steven Soderbergh,0.0,False
Donald Petrie,80.0,False
Phil Lord,97.0,False
Neil Jordan,277.0,False
Peyton Reed,235.0,False
Rawson Marshall Thurber,43.0,False
Chris Columbus,0.0,False
Sean Anders,51.0,False
Rob Marshall,252.0,False
Spike Lee,0.0,False
Brian Helgeland,241.0,False
Frank Marshall,155.0,False
Alex Proyas,295.0,False
Tom Dey,9.0,False
Glenn Ficarra,43.0,False
Peter Hewitt,12.0,False
Joe Roth,148.0,False
Bennett Miller,152.0,False
Wolfgang Petersen,249.0,False
Jaume Collet-Serra,174.0,False
Andy Fickman,99.0,False
James McTeigue,160.0,False
David Dobkin,71.0,False
Matthew O'Callaghan,5.0,False
Angela Robinson,23.0,False
Gary Fleder,39.0,False
Tommy Wirkola,75.0,False
Adrian Lyne,213.0,False
D.J. Caruso,154.0,False
Stephen Gaghan,79.0,False
Michael Bay,0.0,False
Jorge R. Gutiérrez,34.0,False
Richard Loncraine,12.0,False
Clint Eastwood,16000.0,False
Ridley Scott,0.0,False
David Fincher,21000.0,False
Christophe Gans,50.0,False
Howard Deutch,41.0,False
Jon Hurwitz,22.0,False
F. Gary Gray,473.0,False
Steven Quale,77.0,False
John Landis,644.0,False
Joe Dante,287.0,False
David Dobkin,71.0,False
Mimi Leder,75.0,False
Alexander Witt,38.0,False
Beeban Kidron,17.0,False
Carl Franklin,73.0,False
Steven Seagal,0.0,False
Robert Rodriguez,0.0,False
Danny Boyle,0.0,False
Garry Marshall,0.0,False
James McTeigue,160.0,False
Sam Raimi,0.0,False
Andrew Bergman,31.0,False
Tom Dey,9.0,False
Clint Eastwood,16000.0,False
Barbet Schroeder,58.0,False
Richard Donner,503.0,False
Peter Webber,73.0,False
Rob Reiner,0.0,False
Andrew Niccol,487.0,False
John McTiernan,323.0,False
Clint Eastwood,16000.0,False
Tom Tykwer,670.0,False
John Carpenter,0.0,False
Brad Bird,663.0,False
Wes Anderson,0.0,False
Gary Ross,378.0,False
Alan Parker,317.0,False
Stephen Herek,65.0,False
Jaume Collet-Serra,174.0,False
David Cronenberg,0.0,False
John Stockwell,134.0,False
Luc Besson,0.0,False
David Gordon Green,234.0,False
Jim Sheridan,260.0,False
Costa-Gavras,333.0,False
Patrick Read Johnson,32.0,False
Roland Joffé,596.0,False
Doug Liman,218.0,False
Tony Scott,12000.0,False
William Friedkin,607.0,False
Mark Neveldine,83.0,False
Richard LaGravenese,98.0,False
Danny DeVito,0.0,False
